OfficialNames,CanonicalSmiles,uM
Traditional Herbal Isolate=3-p-coumarylglycoside-5-glucoside,c1cc(ccc1[N+](=O)[O-])O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O,22.22
Indian Approved Name=alpha galactosidase,c1cc(ccc1[N+](=O)[O-])O[C@@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O,1.39
Indian Approved Name=alpha galactosidase,c1cc(ccc1[N+](=O)[O-])O[C@@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O,2.78
Indian Approved Name=alpha galactosidase,c1cc(ccc1[N+](=O)[O-])O[C@@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O,5.56
Indian Approved Name=alpha galactosidase,c1cc(ccc1[N+](=O)[O-])O[C@@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O,11.11
Indian Approved Name=alpha galactosidase,c1cc(ccc1[N+](=O)[O-])O[C@@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O,22.22
US Illegal/Scheduled Drug (Schedule 1)=Morphine-N-Oxide,C[N+]1(CC[C@]23c4c5ccc(c4O[C@H]2[C@H](C=C[C@H]3[C@H]1C5)O)O)[O-],1.39
US Illegal/Scheduled Drug (Schedule 1)=Morphine-N-Oxide,C[N+]1(CC[C@]23c4c5ccc(c4O[C@H]2[C@H](C=C[C@H]3[C@H]1C5)O)O)[O-],2.78
US Illegal/Scheduled Drug (Schedule 1)=Morphine-N-Oxide,C[N+]1(CC[C@]23c4c5ccc(c4O[C@H]2[C@H](C=C[C@H]3[C@H]1C5)O)O)[O-],5.56
US Illegal/Scheduled Drug (Schedule 1)=Morphine-N-Oxide,C[N+]1(CC[C@]23c4c5ccc(c4O[C@H]2[C@H](C=C[C@H]3[C@H]1C5)O)O)[O-],11.11
US Illegal/Scheduled Drug (Schedule 1)=Morphine-N-Oxide,C[N+]1(CC[C@]23c4c5ccc(c4O[C@H]2[C@H](C=C[C@H]3[C@H]1C5)O)O)[O-],22.22
Traditional Herbal Isolate=furylmethyl ketone,COc1cccc(c1)C(=O)N2CC[NH+](CC2)Cc3ccco3,1.39
Traditional Herbal Isolate=furylmethyl ketone,COc1cccc(c1)C(=O)N2CC[NH+](CC2)Cc3ccco3,2.78
Traditional Herbal Isolate=furylmethyl ketone,COc1cccc(c1)C(=O)N2CC[NH+](CC2)Cc3ccco3,5.56
Traditional Herbal Isolate=furylmethyl ketone,COc1cccc(c1)C(=O)N2CC[NH+](CC2)Cc3ccco3,11.11
Traditional Herbal Isolate=furylmethyl ketone,COc1cccc(c1)C(=O)N2CC[NH+](CC2)Cc3ccco3,22.22
NPC Approved Name=itasetron,C[NH+]1[C@@H]2CC[C@H]1CC(C2)NC(=O)n3c4ccccc4[nH]c3=O,1.39
NPC Approved Name=itasetron,C[NH+]1[C@@H]2CC[C@H]1CC(C2)NC(=O)n3c4ccccc4[nH]c3=O,2.78
NPC Approved Name=itasetron,C[NH+]1[C@@H]2CC[C@H]1CC(C2)NC(=O)n3c4ccccc4[nH]c3=O,5.56
NPC Approved Name=itasetron,C[NH+]1[C@@H]2CC[C@H]1CC(C2)NC(=O)n3c4ccccc4[nH]c3=O,11.11
NPC Approved Name=itasetron,C[NH+]1[C@@H]2CC[C@H]1CC(C2)NC(=O)n3c4ccccc4[nH]c3=O,22.22
Indian Approved Name=eicosapentaenoic acid,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)[O-],1.39
Indian Approved Name=eicosapentaenoic acid,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)[O-],2.78
Indian Approved Name=eicosapentaenoic acid,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)[O-],5.56
Indian Approved Name=eicosapentaenoic acid,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)[O-],11.11
Indian Approved Name=eicosapentaenoic acid,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)[O-],22.22
"Traditional Herbal Isolate=l-pimara-8,15-dien-19-oic acid",C[C@]1(CCC2=C(C1)CC[C@@H]3[C@@]2(CCC[C@@]3(C)C(=O)[O-])C)C=C,1.39
"Traditional Herbal Isolate=l-pimara-8,15-dien-19-oic acid",C[C@]1(CCC2=C(C1)CC[C@@H]3[C@@]2(CCC[C@@]3(C)C(=O)[O-])C)C=C,2.78
"Traditional Herbal Isolate=l-pimara-8,15-dien-19-oic acid",C[C@]1(CCC2=C(C1)CC[C@@H]3[C@@]2(CCC[C@@]3(C)C(=O)[O-])C)C=C,5.56
"Traditional Herbal Isolate=l-pimara-8,15-dien-19-oic acid",C[C@]1(CCC2=C(C1)CC[C@@H]3[C@@]2(CCC[C@@]3(C)C(=O)[O-])C)C=C,11.11
"Traditional Herbal Isolate=l-pimara-8,15-dien-19-oic acid",C[C@]1(CCC2=C(C1)CC[C@@H]3[C@@]2(CCC[C@@]3(C)C(=O)[O-])C)C=C,22.22
NPC Approved Name=chlorcyclizine,C[NH+]1CCN(CC1)C(c2ccccc2)c3ccc(cc3)Cl,1.39
NPC Approved Name=chlorcyclizine,C[NH+]1CCN(CC1)C(c2ccccc2)c3ccc(cc3)Cl,2.78
NPC Approved Name=chlorcyclizine,C[NH+]1CCN(CC1)C(c2ccccc2)c3ccc(cc3)Cl,5.56
NPC Approved Name=chlorcyclizine,C[NH+]1CCN(CC1)C(c2ccccc2)c3ccc(cc3)Cl,11.11
NPC Approved Name=chlorcyclizine,C[NH+]1CCN(CC1)C(c2ccccc2)c3ccc(cc3)Cl,22.22
FDA Approved Drug=ETHACRYNATE SODIUM;ETHACRYNIC ACID,CCC(=C)C(=O)c1ccc(c(c1Cl)Cl)OCC(=O)[O-],1.39
FDA Approved Drug=ETHACRYNATE SODIUM;ETHACRYNIC ACID,CCC(=C)C(=O)c1ccc(c(c1Cl)Cl)OCC(=O)[O-],2.78
FDA Approved Drug=ETHACRYNATE SODIUM;ETHACRYNIC ACID,CCC(=C)C(=O)c1ccc(c(c1Cl)Cl)OCC(=O)[O-],5.56
FDA Approved Drug=ETHACRYNATE SODIUM;ETHACRYNIC ACID,CCC(=C)C(=O)c1ccc(c(c1Cl)Cl)OCC(=O)[O-],11.11
FDA Approved Drug=ETHACRYNATE SODIUM;ETHACRYNIC ACID,CCC(=C)C(=O)c1ccc(c(c1Cl)Cl)OCC(=O)[O-],22.22
Traditional Herbal Isolate=ellagic acid,c1c2c3c4c(cc(c(c4oc2=O)O)O)c(=O)oc3c(c1O)O,1.39
Traditional Herbal Isolate=ellagic acid,c1c2c3c4c(cc(c(c4oc2=O)O)O)c(=O)oc3c(c1O)O,2.78
Traditional Herbal Isolate=ellagic acid,c1c2c3c4c(cc(c(c4oc2=O)O)O)c(=O)oc3c(c1O)O,5.56
Traditional Herbal Isolate=ellagic acid,c1c2c3c4c(cc(c(c4oc2=O)O)O)c(=O)oc3c(c1O)O,11.11
Traditional Herbal Isolate=ellagic acid,c1c2c3c4c(cc(c(c4oc2=O)O)O)c(=O)oc3c(c1O)O,22.22
"US Illegal/Scheduled Drug (Schedule 2)=Oxymorphone,FDA Approved Drug=OXYMORPHONE HYDROCHLORIDE",C[NH+]1CC[C@]23c4c5ccc(c4O[C@H]2C(=O)CC[C@]3([C@H]1C5)O)O,1.39
"US Illegal/Scheduled Drug (Schedule 2)=Oxymorphone,FDA Approved Drug=OXYMORPHONE HYDROCHLORIDE",C[NH+]1CC[C@]23c4c5ccc(c4O[C@H]2C(=O)CC[C@]3([C@H]1C5)O)O,2.78
"US Illegal/Scheduled Drug (Schedule 2)=Oxymorphone,FDA Approved Drug=OXYMORPHONE HYDROCHLORIDE",C[NH+]1CC[C@]23c4c5ccc(c4O[C@H]2C(=O)CC[C@]3([C@H]1C5)O)O,5.56
"US Illegal/Scheduled Drug (Schedule 2)=Oxymorphone,FDA Approved Drug=OXYMORPHONE HYDROCHLORIDE",C[NH+]1CC[C@]23c4c5ccc(c4O[C@H]2C(=O)CC[C@]3([C@H]1C5)O)O,11.11
"US Illegal/Scheduled Drug (Schedule 2)=Oxymorphone,FDA Approved Drug=OXYMORPHONE HYDROCHLORIDE",C[NH+]1CC[C@]23c4c5ccc(c4O[C@H]2C(=O)CC[C@]3([C@H]1C5)O)O,22.22
Traditional Herbal Isolate=alpha-dichroine,c1ccc2c(c1)c(=O)n(cn2)CC3(CC4C(O3)CCC[NH2+]4)O,1.39
Traditional Herbal Isolate=alpha-dichroine,c1ccc2c(c1)c(=O)n(cn2)CC3(CC4C(O3)CCC[NH2+]4)O,2.78
Traditional Herbal Isolate=alpha-dichroine,c1ccc2c(c1)c(=O)n(cn2)CC3(CC4C(O3)CCC[NH2+]4)O,5.56
Traditional Herbal Isolate=alpha-dichroine,c1ccc2c(c1)c(=O)n(cn2)CC3(CC4C(O3)CCC[NH2+]4)O,11.11
Traditional Herbal Isolate=alpha-dichroine,c1ccc2c(c1)c(=O)n(cn2)CC3(CC4C(O3)CCC[NH2+]4)O,22.22
Traditional Herbal Isolate=febrifugine a;beta-dichroine,c1ccc2c(c1)c(=O)n(cn2)CC(=O)C[C@@H]3[C@H](CCC[NH2+]3)O,1.39
Traditional Herbal Isolate=febrifugine a;beta-dichroine,c1ccc2c(c1)c(=O)n(cn2)CC(=O)C[C@@H]3[C@H](CCC[NH2+]3)O,2.78
Traditional Herbal Isolate=febrifugine a;beta-dichroine,c1ccc2c(c1)c(=O)n(cn2)CC(=O)C[C@@H]3[C@H](CCC[NH2+]3)O,5.56
Traditional Herbal Isolate=febrifugine a;beta-dichroine,c1ccc2c(c1)c(=O)n(cn2)CC(=O)C[C@@H]3[C@H](CCC[NH2+]3)O,11.11
Traditional Herbal Isolate=febrifugine a;beta-dichroine,c1ccc2c(c1)c(=O)n(cn2)CC(=O)C[C@@H]3[C@H](CCC[NH2+]3)O,22.22
Traditional Herbal Isolate=dehydroevodiamine,Cn1c2ccccc2c(=O)[n+]3c1-c4c(c5ccccc5[nH]4)CC3,1.39
Traditional Herbal Isolate=dehydroevodiamine,Cn1c2ccccc2c(=O)[n+]3c1-c4c(c5ccccc5[nH]4)CC3,2.78
Traditional Herbal Isolate=dehydroevodiamine,Cn1c2ccccc2c(=O)[n+]3c1-c4c(c5ccccc5[nH]4)CC3,5.56
Traditional Herbal Isolate=dehydroevodiamine,Cn1c2ccccc2c(=O)[n+]3c1-c4c(c5ccccc5[nH]4)CC3,11.11
Traditional Herbal Isolate=dehydroevodiamine,Cn1c2ccccc2c(=O)[n+]3c1-c4c(c5ccccc5[nH]4)CC3,22.22
FDA Approved Drug=MASOPROCOL,C[C@H](Cc1ccc(c(c1)O)O)[C@@H](C)Cc2ccc(c(c2)O)O,1.39
FDA Approved Drug=MASOPROCOL,C[C@H](Cc1ccc(c(c1)O)O)[C@@H](C)Cc2ccc(c(c2)O)O,2.78
FDA Approved Drug=MASOPROCOL,C[C@H](Cc1ccc(c(c1)O)O)[C@@H](C)Cc2ccc(c(c2)O)O,5.56
FDA Approved Drug=MASOPROCOL,C[C@H](Cc1ccc(c(c1)O)O)[C@@H](C)Cc2ccc(c(c2)O)O,11.11
FDA Approved Drug=MASOPROCOL,C[C@H](Cc1ccc(c(c1)O)O)[C@@H](C)Cc2ccc(c(c2)O)O,22.22
Indian Approved Name=isoxsuprine hcl,CC(COc1ccccc1)[NH2+]C(C)C(c2ccc(cc2)O)O,1.39
Indian Approved Name=isoxsuprine hcl,CC(COc1ccccc1)[NH2+]C(C)C(c2ccc(cc2)O)O,2.78
Indian Approved Name=isoxsuprine hcl,CC(COc1ccccc1)[NH2+]C(C)C(c2ccc(cc2)O)O,5.56
Indian Approved Name=isoxsuprine hcl,CC(COc1ccccc1)[NH2+]C(C)C(c2ccc(cc2)O)O,11.11
Indian Approved Name=isoxsuprine hcl,CC(COc1ccccc1)[NH2+]C(C)C(c2ccc(cc2)O)O,22.22
NPC Approved Name=butopamine,C[C@H](CCc1ccc(cc1)O)[NH2+]C[C@@H](c2ccc(cc2)O)O,1.39
NPC Approved Name=butopamine,C[C@H](CCc1ccc(cc1)O)[NH2+]C[C@@H](c2ccc(cc2)O)O,2.78
NPC Approved Name=butopamine,C[C@H](CCc1ccc(cc1)O)[NH2+]C[C@@H](c2ccc(cc2)O)O,5.56
NPC Approved Name=butopamine,C[C@H](CCc1ccc(cc1)O)[NH2+]C[C@@H](c2ccc(cc2)O)O,11.11
NPC Approved Name=butopamine,C[C@H](CCc1ccc(cc1)O)[NH2+]C[C@@H](c2ccc(cc2)O)O,22.22
"Indian Approved Name=dobutamine hcl,FDA Approved Drug=DOBUTAMINE HYDROCHLORIDE",CC(CCc1ccc(cc1)O)[NH2+]CCc2ccc(c(c2)O)O,1.39
"Indian Approved Name=dobutamine hcl,FDA Approved Drug=DOBUTAMINE HYDROCHLORIDE",CC(CCc1ccc(cc1)O)[NH2+]CCc2ccc(c(c2)O)O,2.78
"Indian Approved Name=dobutamine hcl,FDA Approved Drug=DOBUTAMINE HYDROCHLORIDE",CC(CCc1ccc(cc1)O)[NH2+]CCc2ccc(c(c2)O)O,5.56
"Indian Approved Name=dobutamine hcl,FDA Approved Drug=DOBUTAMINE HYDROCHLORIDE",CC(CCc1ccc(cc1)O)[NH2+]CCc2ccc(c(c2)O)O,11.11
"Indian Approved Name=dobutamine hcl,FDA Approved Drug=DOBUTAMINE HYDROCHLORIDE",CC(CCc1ccc(cc1)O)[NH2+]CCc2ccc(c(c2)O)O,22.22
US Illegal/Scheduled Drug (Schedule 1)=Methyldihydromorphine,C[NH+]1CC[C@]23c4c5ccc(c4O[C@H]2[C@H](CC[C@H]3[C@H]1C5)OC)O,1.39
US Illegal/Scheduled Drug (Schedule 1)=Methyldihydromorphine,C[NH+]1CC[C@]23c4c5ccc(c4O[C@H]2[C@H](CC[C@H]3[C@H]1C5)OC)O,2.78
US Illegal/Scheduled Drug (Schedule 1)=Methyldihydromorphine,C[NH+]1CC[C@]23c4c5ccc(c4O[C@H]2[C@H](CC[C@H]3[C@H]1C5)OC)O,5.56
US Illegal/Scheduled Drug (Schedule 1)=Methyldihydromorphine,C[NH+]1CC[C@]23c4c5ccc(c4O[C@H]2[C@H](CC[C@H]3[C@H]1C5)OC)O,11.11
US Illegal/Scheduled Drug (Schedule 1)=Methyldihydromorphine,C[NH+]1CC[C@]23c4c5ccc(c4O[C@H]2[C@H](CC[C@H]3[C@H]1C5)OC)O,22.22
"US Illegal/Scheduled Drug (Schedule 2)=Dihydrocodeine,FDA Approved Drug=DIHYDROCODEINE BITARTRATE",C[NH+]1CC[C@]23c4c5ccc(c4O[C@H]2[C@H](CC[C@H]3[C@H]1C5)O)OC,1.39
"US Illegal/Scheduled Drug (Schedule 2)=Dihydrocodeine,FDA Approved Drug=DIHYDROCODEINE BITARTRATE",C[NH+]1CC[C@]23c4c5ccc(c4O[C@H]2[C@H](CC[C@H]3[C@H]1C5)O)OC,2.78
"US Illegal/Scheduled Drug (Schedule 2)=Dihydrocodeine,FDA Approved Drug=DIHYDROCODEINE BITARTRATE",C[NH+]1CC[C@]23c4c5ccc(c4O[C@H]2[C@H](CC[C@H]3[C@H]1C5)O)OC,5.56
"US Illegal/Scheduled Drug (Schedule 2)=Dihydrocodeine,FDA Approved Drug=DIHYDROCODEINE BITARTRATE",C[NH+]1CC[C@]23c4c5ccc(c4O[C@H]2[C@H](CC[C@H]3[C@H]1C5)O)OC,11.11
"US Illegal/Scheduled Drug (Schedule 2)=Dihydrocodeine,FDA Approved Drug=DIHYDROCODEINE BITARTRATE",C[NH+]1CC[C@]23c4c5ccc(c4O[C@H]2[C@H](CC[C@H]3[C@H]1C5)O)OC,22.22
"Indian Approved Name=tegaserod,FDA Approved Drug=TEGASEROD MALEATE",CCCCCNC(=[NH2+])N/N=C/c1c[nH]c2c1cc(cc2)OC,1.39
"Indian Approved Name=tegaserod,FDA Approved Drug=TEGASEROD MALEATE",CCCCCNC(=[NH2+])N/N=C/c1c[nH]c2c1cc(cc2)OC,2.78
"Indian Approved Name=tegaserod,FDA Approved Drug=TEGASEROD MALEATE",CCCCCNC(=[NH2+])N/N=C/c1c[nH]c2c1cc(cc2)OC,5.56
"Indian Approved Name=tegaserod,FDA Approved Drug=TEGASEROD MALEATE",CCCCCNC(=[NH2+])N/N=C/c1c[nH]c2c1cc(cc2)OC,11.11
"Indian Approved Name=tegaserod,FDA Approved Drug=TEGASEROD MALEATE",CCCCCNC(=[NH2+])N/N=C/c1c[nH]c2c1cc(cc2)OC,22.22
Traditional Herbal Isolate=kurchinicin,C[C@]12C[C@H]([C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=CC(=O)C=C[C@@]34C)O,1.39
Traditional Herbal Isolate=kurchinicin,C[C@]12C[C@H]([C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=CC(=O)C=C[C@@]34C)O,2.78
Traditional Herbal Isolate=kurchinicin,C[C@]12C[C@H]([C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=CC(=O)C=C[C@@]34C)O,5.56
Traditional Herbal Isolate=kurchinicin,C[C@]12C[C@H]([C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=CC(=O)C=C[C@@]34C)O,11.11
Traditional Herbal Isolate=kurchinicin,C[C@]12C[C@H]([C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=CC(=O)C=C[C@@]34C)O,22.22
NPC Approved Name=neticonazole,CCCCCOc1ccccc1/C(=C\SC)/n2ccnc2,1.39
NPC Approved Name=neticonazole,CCCCCOc1ccccc1/C(=C\SC)/n2ccnc2,2.78
NPC Approved Name=neticonazole,CCCCCOc1ccccc1/C(=C\SC)/n2ccnc2,5.56
NPC Approved Name=neticonazole,CCCCCOc1ccccc1/C(=C\SC)/n2ccnc2,11.11
NPC Approved Name=neticonazole,CCCCCOc1ccccc1/C(=C\SC)/n2ccnc2,22.22
Traditional Herbal Isolate=salviol,CC(C)c1cc2c(cc1O)[C@]3(CC(CC(C3CC2)(C)C)O)C,1.39
Traditional Herbal Isolate=salviol,CC(C)c1cc2c(cc1O)[C@]3(CC(CC(C3CC2)(C)C)O)C,2.78
Traditional Herbal Isolate=salviol,CC(C)c1cc2c(cc1O)[C@]3(CC(CC(C3CC2)(C)C)O)C,5.56
Traditional Herbal Isolate=salviol,CC(C)c1cc2c(cc1O)[C@]3(CC(CC(C3CC2)(C)C)O)C,11.11
Traditional Herbal Isolate=salviol,CC(C)c1cc2c(cc1O)[C@]3(CC(CC(C3CC2)(C)C)O)C,22.22
FDA Approved Drug=METHYLTESTOSTERONE,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@]4(C)O)C,1.39
FDA Approved Drug=METHYLTESTOSTERONE,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@]4(C)O)C,2.78
FDA Approved Drug=METHYLTESTOSTERONE,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@]4(C)O)C,5.56
FDA Approved Drug=METHYLTESTOSTERONE,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@]4(C)O)C,11.11
FDA Approved Drug=METHYLTESTOSTERONE,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@]4(C)O)C,22.22
NPC Approved Name=mibolerone,C[C@@H]1CC2=CC(=O)CC[C@@H]2[C@@H]3[C@@H]1[C@@H]4CC[C@]([C@]4(CC3)C)(C)O,1.39
NPC Approved Name=mibolerone,C[C@@H]1CC2=CC(=O)CC[C@@H]2[C@@H]3[C@@H]1[C@@H]4CC[C@]([C@]4(CC3)C)(C)O,2.78
NPC Approved Name=mibolerone,C[C@@H]1CC2=CC(=O)CC[C@@H]2[C@@H]3[C@@H]1[C@@H]4CC[C@]([C@]4(CC3)C)(C)O,5.56
NPC Approved Name=mibolerone,C[C@@H]1CC2=CC(=O)CC[C@@H]2[C@@H]3[C@@H]1[C@@H]4CC[C@]([C@]4(CC3)C)(C)O,11.11
NPC Approved Name=mibolerone,C[C@@H]1CC2=CC(=O)CC[C@@H]2[C@@H]3[C@@H]1[C@@H]4CC[C@]([C@]4(CC3)C)(C)O,22.22
NPC Approved Name=oxendolone,CC[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]2([C@H]1O)C,1.39
NPC Approved Name=oxendolone,CC[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]2([C@H]1O)C,2.78
NPC Approved Name=oxendolone,CC[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]2([C@H]1O)C,5.56
NPC Approved Name=oxendolone,CC[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]2([C@H]1O)C,11.11
NPC Approved Name=oxendolone,CC[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]2([C@H]1O)C,22.22
"Indian Approved Name=trihexyphenidyl hcl;benzhexol;trihexyphenidyl,FDA Approved Drug=TRIHEXYPHENIDYL HYDROCHLORIDE",c1ccc(cc1)C(CC[NH+]2CCCCC2)(C3CCCCC3)O,1.39
"Indian Approved Name=trihexyphenidyl hcl;benzhexol;trihexyphenidyl,FDA Approved Drug=TRIHEXYPHENIDYL HYDROCHLORIDE",c1ccc(cc1)C(CC[NH+]2CCCCC2)(C3CCCCC3)O,2.78
"Indian Approved Name=trihexyphenidyl hcl;benzhexol;trihexyphenidyl,FDA Approved Drug=TRIHEXYPHENIDYL HYDROCHLORIDE",c1ccc(cc1)C(CC[NH+]2CCCCC2)(C3CCCCC3)O,5.56
"Indian Approved Name=trihexyphenidyl hcl;benzhexol;trihexyphenidyl,FDA Approved Drug=TRIHEXYPHENIDYL HYDROCHLORIDE",c1ccc(cc1)C(CC[NH+]2CCCCC2)(C3CCCCC3)O,11.11
"Indian Approved Name=trihexyphenidyl hcl;benzhexol;trihexyphenidyl,FDA Approved Drug=TRIHEXYPHENIDYL HYDROCHLORIDE",c1ccc(cc1)C(CC[NH+]2CCCCC2)(C3CCCCC3)O,22.22
US Illegal/Scheduled Drug (Schedule 4)=Fludiazepam,CN1c2ccc(cc2C(=NCC1=O)c3ccccc3F)Cl,1.39
US Illegal/Scheduled Drug (Schedule 4)=Fludiazepam,CN1c2ccc(cc2C(=NCC1=O)c3ccccc3F)Cl,2.78
US Illegal/Scheduled Drug (Schedule 4)=Fludiazepam,CN1c2ccc(cc2C(=NCC1=O)c3ccccc3F)Cl,5.56
US Illegal/Scheduled Drug (Schedule 4)=Fludiazepam,CN1c2ccc(cc2C(=NCC1=O)c3ccccc3F)Cl,11.11
US Illegal/Scheduled Drug (Schedule 4)=Fludiazepam,CN1c2ccc(cc2C(=NCC1=O)c3ccccc3F)Cl,22.22
"WHO Essential Medicine=chlorambucil,Indian Approved Name=chlorambucil,FDA Approved Drug=CHLORAMBUCIL",c1cc(ccc1CCCC(=O)[O-])N(CCCl)CCCl,1.39
"WHO Essential Medicine=chlorambucil,Indian Approved Name=chlorambucil,FDA Approved Drug=CHLORAMBUCIL",c1cc(ccc1CCCC(=O)[O-])N(CCCl)CCCl,2.78
"WHO Essential Medicine=chlorambucil,Indian Approved Name=chlorambucil,FDA Approved Drug=CHLORAMBUCIL",c1cc(ccc1CCCC(=O)[O-])N(CCCl)CCCl,5.56
"WHO Essential Medicine=chlorambucil,Indian Approved Name=chlorambucil,FDA Approved Drug=CHLORAMBUCIL",c1cc(ccc1CCCC(=O)[O-])N(CCCl)CCCl,11.11
"WHO Essential Medicine=chlorambucil,Indian Approved Name=chlorambucil,FDA Approved Drug=CHLORAMBUCIL",c1cc(ccc1CCCC(=O)[O-])N(CCCl)CCCl,22.22
Traditional Herbal Isolate=taxifolin,c1cc(c(cc1[C@@H]2[C@H](C(=O)c3c(cc(cc3O2)O)[O-])O)O)O,1.39
Traditional Herbal Isolate=taxifolin,c1cc(c(cc1[C@@H]2[C@H](C(=O)c3c(cc(cc3O2)O)[O-])O)O)O,2.78
Traditional Herbal Isolate=taxifolin,c1cc(c(cc1[C@@H]2[C@H](C(=O)c3c(cc(cc3O2)O)[O-])O)O)O,5.56
Traditional Herbal Isolate=taxifolin,c1cc(c(cc1[C@@H]2[C@H](C(=O)c3c(cc(cc3O2)O)[O-])O)O)O,11.11
Traditional Herbal Isolate=taxifolin,c1cc(c(cc1[C@@H]2[C@H](C(=O)c3c(cc(cc3O2)O)[O-])O)O)O,22.22
Traditional Herbal Isolate=dihydromorin,c1cc(c(cc1O)O)C2C(C(=O)c3c(cc(cc3O2)O)[O-])O,1.39
Traditional Herbal Isolate=dihydromorin,c1cc(c(cc1O)O)C2C(C(=O)c3c(cc(cc3O2)O)[O-])O,2.78
Traditional Herbal Isolate=dihydromorin,c1cc(c(cc1O)O)C2C(C(=O)c3c(cc(cc3O2)O)[O-])O,5.56
Traditional Herbal Isolate=dihydromorin,c1cc(c(cc1O)O)C2C(C(=O)c3c(cc(cc3O2)O)[O-])O,11.11
Traditional Herbal Isolate=dihydromorin,c1cc(c(cc1O)O)C2C(C(=O)c3c(cc(cc3O2)O)[O-])O,22.22
"China Approved Name=flumazenil,Australia Approved Name=FLUMAZENIL,FDA Approved Drug=FLUMAZENIL",CCOC(=O)c1c2n(cn1)-c3ccc(cc3C(=O)N(C2)C)F,1.39
"China Approved Name=flumazenil,Australia Approved Name=FLUMAZENIL,FDA Approved Drug=FLUMAZENIL",CCOC(=O)c1c2n(cn1)-c3ccc(cc3C(=O)N(C2)C)F,2.78
"China Approved Name=flumazenil,Australia Approved Name=FLUMAZENIL,FDA Approved Drug=FLUMAZENIL",CCOC(=O)c1c2n(cn1)-c3ccc(cc3C(=O)N(C2)C)F,5.56
"China Approved Name=flumazenil,Australia Approved Name=FLUMAZENIL,FDA Approved Drug=FLUMAZENIL",CCOC(=O)c1c2n(cn1)-c3ccc(cc3C(=O)N(C2)C)F,11.11
"China Approved Name=flumazenil,Australia Approved Name=FLUMAZENIL,FDA Approved Drug=FLUMAZENIL",CCOC(=O)c1c2n(cn1)-c3ccc(cc3C(=O)N(C2)C)F,22.22
China Approved Name=pipemidic acid,CCn1cc(c(=O)c2c1nc(nc2)N3CC[NH2+]CC3)C(=O)[O-],1.39
China Approved Name=pipemidic acid,CCn1cc(c(=O)c2c1nc(nc2)N3CC[NH2+]CC3)C(=O)[O-],2.78
China Approved Name=pipemidic acid,CCn1cc(c(=O)c2c1nc(nc2)N3CC[NH2+]CC3)C(=O)[O-],5.56
China Approved Name=pipemidic acid,CCn1cc(c(=O)c2c1nc(nc2)N3CC[NH2+]CC3)C(=O)[O-],11.11
China Approved Name=pipemidic acid,CCn1cc(c(=O)c2c1nc(nc2)N3CC[NH2+]CC3)C(=O)[O-],22.22
FDA Approved Drug=EZOGABINE,CCOC(=O)Nc1ccc(cc1N)NCc2ccc(cc2)F,1.39
FDA Approved Drug=EZOGABINE,CCOC(=O)Nc1ccc(cc1N)NCc2ccc(cc2)F,2.78
FDA Approved Drug=EZOGABINE,CCOC(=O)Nc1ccc(cc1N)NCc2ccc(cc2)F,5.56
FDA Approved Drug=EZOGABINE,CCOC(=O)Nc1ccc(cc1N)NCc2ccc(cc2)F,11.11
FDA Approved Drug=EZOGABINE,CCOC(=O)Nc1ccc(cc1N)NCc2ccc(cc2)F,22.22
Traditional Herbal Isolate=evodiamine,CN1c2ccccc2C(=O)N3C1c4c(c5ccccc5[nH]4)CC3,1.39
